Erde_x, Erde_y, Erde_v_x, Erde_v_y, Mond_x, Mond_y, Mond_v_x, Mond_v_y, Zeit
7983996.064,7677604.206,8.836,21.233,-264709965.882,279248117.591,-718.409,-704.248,884000.000
7992832.429,7698836.912,8.813,21.256,-265428374.627,278543869.132,-716.502,-706.148,885000.000
8001645.339,7720092.977,8.789,21.279,-266144876.408,277837721.567,-714.590,-708.042,886000.000
8010434.731,7741372.337,8.766,21.303,-266859466.210,277129680.037,-712.673,-709.930,887000.000
8019200.545,7762674.929,8.742,21.326,-267572139.033,276419749.700,-710.751,-711.814,888000.000
8027942.718,7784000.690,8.718,21.349,-268282889.890,275707935.726,-708.824,-713.692,889000.000
8036661.191,7805349.556,8.695,21.372,-268991713.809,274994243.297,-706.892,-715.566,890000.000
8045355.901,7826721.463,8.671,21.395,-269698605.830,274278677.611,-704.955,-717.434,891000.000
8054026.789,7848116.346,8.647,21.418,-270403561.010,273561243.876,-703.013,-719.297,892000.000
8062673.792,7869534.142,8.623,21.441,-271106574.419,272841947.315,-701.067,-721.154,893000.000
8071296.852,7890974.786,8.599,21.463,-271807641.142,272120793.164,-699.115,-723.006,894000.000
8079895.907,7912438.214,8.575,21.486,-272506756.278,271397786.672,-697.159,-724.854,895000.000
8088470.898,7933924.361,8.551,21.509,-273203914.940,270672933.099,-695.197,-726.695,896000.000
8097021.765,7955433.162,8.527,21.531,-273899112.256,269946237.722,-693.231,-728.532,897000.000
8105548.447,7976964.552,8.502,21.554,-274592343.369,269217705.828,-691.260,-730.363,898000.000
8114050.885,7998518.466,8.478,21.576,-275283603.434,268487342.716,-689.284,-732.189,899000.000
8122529.021,8020094.838,8.454,21.599,-275972887.625,267755153.701,-687.304,-734.010,900000.000
8130982.794,8041693.603,8.429,21.621,-276660191.127,267021144.108,-685.318,-735.825,901000.000
8139412.146,8063314.695,8.405,21.643,-277345509.140,266285319.277,-683.328,-737.635,902000.000
8147817.018,8084958.049,8.380,21.666,-278028836.879,265547684.558,-681.333,-739.439,903000.000
8156197.351,8106623.598,8.356,21.688,-278710169.575,264808245.317,-679.333,-741.238,904000.000
8164553.086,8128311.277,8.331,21.710,-279389502.473,264067006.929,-677.328,-743.032,905000.000
8172884.166,8150021.019,8.306,21.732,-280066830.832,263323974.785,-675.319,-744.820,906000.000
8181190.532,8171752.757,8.282,21.754,-280742149.925,262579154.286,-673.305,-746.603,907000.000
8189472.126,8193506.425,8.257,21.776,-281415455.043,261832550.847,-671.286,-748.381,908000.000
8197728.891,8215281.957,8.232,21.797,-282086741.490,261084169.895,-669.263,-750.153,909000.000
8205960.769,8237079.285,8.207,21.819,-282756004.583,260334016.869,-667.235,-751.920,910000.000
8214167.702,8258898.342,8.182,21.841,-283423239.657,259582097.221,-665.202,-753.681,911000.000
8222349.634,8280739.061,8.157,21.862,-284088442.061,258828416.415,-663.165,-755.436,912000.000
8230506.507,8302601.375,8.132,21.884,-284751607.158,258072979.928,-661.123,-757.187,913000.000
8238638.264,8324485.217,8.107,21.905,-285412730.327,257315793.247,-659.077,-758.931,914000.000
8246744.850,8346390.517,8.081,21.927,-286071806.962,256556861.875,-657.026,-760.671,915000.000
8254826.206,8368317.210,8.056,21.948,-286728832.472,255796191.323,-654.970,-762.404,916000.000
8262882.278,8390265.226,8.031,21.969,-287383802.281,255033787.118,-652.910,-764.132,917000.000
8270913.008,8412234.498,8.005,21.990,-288036711.828,254269654.795,-650.845,-765.855,918000.000
8278918.342,8434224.958,7.980,22.012,-288687556.568,253503799.905,-648.775,-767.572,919000.000
8286898.223,8456236.536,7.954,22.033,-289336331.970,252736228.009,-646.702,-769.283,920000.000
8294852.596,8478269.165,7.929,22.054,-289983033.518,251966944.679,-644.623,-770.989,921000.000
8302781.405,8500322.776,7.903,22.075,-290627656.714,251195955.502,-642.540,-772.689,922000.000
8310684.595,8522397.300,7.878,22.095,-291270197.073,250423266.073,-640.453,-774.384,923000.000
8318562.112,8544492.668,7.852,22.116,-291910650.125,249648882.002,-638.361,-776.073,924000.000
8326413.900,8566608.810,7.826,22.137,-292549011.417,248872808.910,-636.265,-777.756,925000.000
8334239.906,8588745.658,7.800,22.157,-293185276.511,248095052.428,-634.164,-779.434,926000.000
8342040.073,8610903.142,7.774,22.178,-293819440.983,247315618.200,-632.059,-781.106,927000.000
8349814.350,8633081.193,7.748,22.199,-294451500.425,246534511.883,-629.950,-782.773,928000.000
8357562.680,8655279.741,7.722,22.219,-295081450.447,245751739.143,-627.836,-784.433,929000.000
8365285.011,8677498.715,7.696,22.239,-295709286.672,244967305.659,-625.718,-786.089,930000.000
8372981.289,8699738.047,7.670,22.260,-296335004.738,244181217.122,-623.596,-787.738,931000.000
8380651.460,8721997.665,7.644,22.280,-296958600.301,243393479.233,-621.469,-789.382,932000.000
8388295.471,8744277.500,7.618,22.300,-297580069.032,242604097.705,-619.338,-791.019,933000.000
8395913.269,8766577.482,7.592,22.320,-298199406.615,241813078.264,-617.202,-792.652,934000.000
8403504.802,8788897.538,7.565,22.340,-298816608.753,241020426.645,-615.062,-794.278,935000.000
8411070.016,8811237.600,7.539,22.360,-299431671.163,240226148.595,-612.918,-795.899,936000.000
8418608.859,8833597.596,7.512,22.380,-300044589.580,239430249.873,-610.770,-797.514,937000.000
8426121.279,8855977.455,7.486,22.400,-300655359.750,238632736.248,-608.618,-799.123,938000.000
8433607.224,8878377.107,7.459,22.419,-301263977.440,237833613.502,-606.461,-800.726,939000.000
8441066.641,8900796.479,7.433,22.439,-301870438.430,237032887.426,-604.300,-802.324,940000.000
8448499.480,8923235.500,7.406,22.459,-302474738.517,236230563.823,-602.135,-803.915,941000.000
8455905.688,8945694.100,7.380,22.478,-303076873.513,235426648.508,-599.966,-805.501,942000.000
8463285.214,8968172.205,7.353,22.498,-303676839.247,234621147.305,-597.792,-807.081,943000.000
8470638.007,8990669.745,7.326,22.517,-304274631.562,233814066.051,-595.615,-808.655,944000.000
8477964.017,9013186.648,7.299,22.536,-304870246.319,233005410.592,-593.433,-810.224,945000.000
8485263.192,9035722.842,7.272,22.555,-305463679.395,232195186.787,-591.247,-811.786,946000.000
8492535.482,9058278.253,7.245,22.575,-306054926.681,231383400.503,-589.057,-813.343,947000.000
8499780.837,9080852.811,7.218,22.594,-306643984.087,230570057.620,-586.863,-814.894,948000.000
8506999.206,9103446.442,7.191,22.613,-307230847.537,229755164.028,-584.665,-816.438,949000.000
8514190.540,9126059.074,7.164,22.632,-307815512.971,228938725.628,-582.463,-817.977,950000.000
8521354.789,9148690.635,7.137,22.650,-308397976.346,228120748.331,-580.257,-819.510,951000.000
8528491.903,9171341.051,7.110,22.669,-308978233.636,227301238.059,-578.047,-821.037,952000.000
8535601.833,9194010.249,7.083,22.688,-309556280.830,226480200.744,-575.833,-822.558,953000.000
8542684.530,9216698.157,7.055,22.707,-310132113.932,225657642.329,-573.615,-824.074,954000.000
8549739.945,9239404.701,7.028,22.725,-310705728.966,224833568.768,-571.393,-825.583,955000.000
8556768.030,9262129.808,7.001,22.744,-311277121.969,224007986.024,-569.167,-827.086,956000.000
8563768.734,9284873.404,6.973,22.762,-311846288.995,223180900.071,-566.937,-828.583,957000.000
8570742.012,9307635.416,6.946,22.780,-312413226.115,222352316.895,-564.703,-830.074,958000.000
8577687.813,9330415.770,6.918,22.799,-312977929.416,221522242.488,-562.466,-831.560,959000.000
8584606.091,9353214.392,6.891,22.817,-313540395.002,220690682.857,-560.224,-833.039,960000.000
8591496.797,9376031.209,6.863,22.835,-314100618.992,219857644.016,-557.979,-834.512,961000.000
8598359.884,9398866.145,6.835,22.853,-314658597.524,219023131.991,-555.729,-835.979,962000.000
8605195.306,9421719.127,6.808,22.871,-315214326.750,218187152.816,-553.476,-837.440,963000.000
8612003.013,9444590.081,6.780,22.889,-315767802.839,217349712.537,-551.219,-838.895,964000.000
8618782.961,9467478.931,6.752,22.907,-316319021.978,216510817.209,-548.958,-840.344,965000.000
8625535.101,9490385.604,6.724,22.924,-316867980.368,215670472.897,-546.694,-841.787,966000.000
8632259.388,9513310.024,6.696,22.942,-317414674.230,214828685.676,-544.426,-843.224,967000.000
8638955.775,9536252.118,6.668,22.960,-317959099.799,213985461.631,-542.154,-844.655,968000.000
8645624.216,9559211.809,6.640,22.977,-318501253.326,213140806.857,-539.878,-846.079,969000.000
8652264.666,9582189.023,6.612,22.995,-319041131.082,212294727.458,-537.598,-847.498,970000.000
8658877.078,9605183.685,6.584,23.012,-319578729.352,211447229.548,-535.315,-848.910,971000.000
8665461.407,9628195.718,6.556,23.029,-320114044.438,210598319.251,-533.028,-850.317,972000.000
8672017.607,9651225.049,6.528,23.047,-320647072.660,209748002.701,-530.738,-851.717,973000.000
8678545.635,9674271.601,6.500,23.064,-321177810.354,208896286.039,-528.444,-853.111,974000.000
8685045.444,9697335.298,6.472,23.081,-321706253.872,208043175.419,-526.146,-854.498,975000.000
8691516.990,9720416.065,6.443,23.098,-322232399.584,207188677.002,-523.844,-855.880,976000.000
8697960.230,9743513.826,6.415,23.115,-322756243.876,206332796.960,-521.539,-857.255,977000.000
8704375.117,9766628.505,6.386,23.132,-323277783.152,205475541.473,-519.231,-858.625,978000.000
8710761.609,9789760.026,6.358,23.148,-323797013.832,204616916.731,-516.919,-859.988,979000.000
8717119.662,9812908.312,6.330,23.165,-324313932.353,203756928.934,-514.603,-861.345,980000.000
8723449.232,9836073.287,6.301,23.182,-324828535.170,202895584.290,-512.284,-862.695,981000.000
8729750.276,9859254.875,6.272,23.198,-325340818.752,202032889.016,-509.961,-864.040,982000.000
8736022.749,9882452.998,6.244,23.215,-325850779.589,201168849.340,-507.635,-865.378,983000.000
8742266.611,9905667.582,6.215,23.231,-326358414.185,200303471.497,-505.305,-866.710,984000.000
8748481.817,9928898.547,6.187,23.247,-326863719.062,199436761.732,-502.972,-868.035,985000.000
8754668.325,9952145.818,6.158,23.263,-327366690.759,198568726.298,-500.635,-869.355,986000.000
8760826.093,9975409.318,6.129,23.280,-327867325.834,197699371.460,-498.295,-870.668,987000.000
8766955.078,9998688.970,6.100,23.296,-328365620.858,196828703.488,-495.952,-871.975,988000.000
8773055.239,10021984.695,6.071,23.312,-328861572.422,195956728.663,-493.605,-873.275,989000.000
8779126.534,10045296.417,6.042,23.328,-329355177.135,195083453.274,-491.254,-874.570,990000.000
8785168.922,10068624.059,6.013,23.343,-329846431.620,194208883.620,-488.901,-875.858,991000.000
8791182.360,10091967.542,5.984,23.359,-330335332.520,193333026.007,-486.544,-877.139,992000.000
8797166.809,10115326.790,5.955,23.375,-330821876.493,192455886.750,-484.184,-878.415,993000.000
8803122.226,10138701.724,5.926,23.391,-331306060.218,191577472.174,-481.820,-879.684,994000.000
8809048.572,10162092.266,5.897,23.406,-331787880.386,190697788.611,-479.453,-880.946,995000.000
8814945.806,10185498.339,5.868,23.422,-332267333.709,189816842.402,-477.083,-882.203,996000.000
8820813.888,10208919.864,5.839,23.437,-332744416.915,188934639.897,-474.710,-883.452,997000.000
8826652.778,10232356.763,5.810,23.452,-333219126.751,188051187.453,-472.333,-884.696,998000.000
8832462.436,10255808.958,5.780,23.467,-333691459.978,187166491.437,-469.953,-885.933,999000.000
8838242.821,10279276.370,5.751,23.483,-334161413.378,186280558.224,-467.570,-887.164,1000000.000
8843993.896,10302758.921,5.722,23.498,-334628983.747,185393394.196,-465.184,-888.388,1001000.000
8849715.621,10326256.533,5.692,23.513,-335094167.902,184505005.744,-462.795,-889.606,1002000.000
8855407.956,10349769.126,5.663,23.527,-335556962.674,183615399.268,-460.402,-890.818,1003000.000
8861070.864,10373296.622,5.633,23.542,-336017364.914,182724581.175,-458.007,-892.023,1004000.000
8866704.305,10396838.942,5.604,23.557,-336475371.490,181832557.881,-455.608,-893.222,1005000.000
8872308.241,10420396.007,5.574,23.572,-336930979.285,180939335.808,-453.206,-894.414,1006000.000
8877882.634,10443967.737,5.545,23.586,-337384185.204,180044921.388,-450.801,-895.600,1007000.000
8883427.447,10467554.054,5.515,23.601,-337834986.165,179149321.061,-448.393,-896.780,1008000.000
8888942.641,10491154.879,5.486,23.615,-338283379.107,178252541.273,-445.982,-897.953,1009000.000
8894428.179,10514770.131,5.456,23.630,-338729360.984,177354588.480,-443.568,-899.119,1010000.000
8899884.024,10538399.732,5.426,23.644,-339172928.771,176455469.144,-441.151,-900.279,1011000.000
8905310.139,10562043.601,5.396,23.658,-339614079.456,175555189.736,-438.731,-901.433,1012000.000
8910706.488,10585701.659,5.367,23.672,-340052810.048,174653756.734,-436.308,-902.580,1013000.000
8916073.032,10609373.827,5.337,23.686,-340489117.572,173751176.623,-433.882,-903.721,1014000.000
8921409.737,10633060.024,5.307,23.700,-340922999.073,172847455.898,-431.453,-904.855,1015000.000
8926716.565,10656760.171,5.277,23.714,-341354451.611,171942601.058,-429.021,-905.982,1016000.000
8931993.482,10680474.187,5.247,23.728,-341783472.266,171036618.612,-426.586,-907.104,1017000.000
8937240.451,10704201.993,5.217,23.742,-342210058.132,170129515.077,-424.148,-908.218,1018000.000
8942457.437,10727943.508,5.187,23.755,-342634206.326,169221296.974,-421.708,-909.326,1019000.000
8947644.404,10751698.651,5.157,23.769,-343055913.978,168311970.835,-419.264,-910.428,1020000.000
8952801.318,10775467.343,5.127,23.782,-343475178.239,167401543.198,-416.818,-911.523,1021000.000
8957928.144,10799249.502,5.097,23.796,-343891996.277,166490020.606,-414.369,-912.611,1022000.000
8963024.846,10823045.049,5.067,23.809,-344306365.276,165577409.612,-411.917,-913.693,1023000.000
8968091.392,10846853.902,5.036,23.822,-344718282.441,164663716.776,-409.463,-914.768,1024000.000
8973127.745,10870675.981,5.006,23.835,-345127744.992,163748948.664,-407.005,-915.837,1025000.000
8978133.874,10894511.205,4.976,23.848,-345534750.168,162833111.849,-404.545,-916.899,1026000.000
8983109.743,10918359.494,4.946,23.861,-345939295.226,161916212.911,-402.082,-917.954,1027000.000
8988055.319,10942220.765,4.915,23.874,-346341377.442,160998258.438,-399.617,-919.003,1028000.000
8992970.569,10966094.938,4.885,23.887,-346740994.108,160079255.024,-397.148,-920.046,1029000.000
8997855.460,10989981.931,4.854,23.900,-347138142.534,159159209.269,-394.678,-921.081,1030000.000
9002709.959,11013881.665,4.824,23.912,-347532820.050,158238127.782,-392.204,-922.111,1031000.000
9007534.034,11037794.056,4.794,23.925,-347925024.002,157316017.176,-389.728,-923.133,1032000.000
9012327.651,11061719.024,4.763,23.937,-348314751.755,156392884.073,-387.249,-924.149,1033000.000
9017090.779,11085656.486,4.733,23.950,-348702000.691,155468735.101,-384.768,-925.158,1034000.000
9021823.386,11109606.363,4.702,23.962,-349086768.211,154543576.893,-382.284,-926.161,1035000.000
9026525.440,11133568.571,4.671,23.974,-349469051.734,153617416.091,-379.797,-927.157,1036000.000
9031196.910,11157543.029,4.641,23.987,-349848848.697,152690259.342,-377.308,-928.146,1037000.000
9035837.764,11181529.656,4.610,23.999,-350226156.554,151762113.300,-374.816,-929.129,1038000.000
9040447.971,11205528.369,4.580,24.011,-350600972.779,150832984.624,-372.322,-930.105,1039000.000
9045027.500,11229539.086,4.549,24.023,-350973294.863,149902879.982,-369.825,-931.074,1040000.000
9049576.321,11253561.725,4.518,24.034,-351343120.314,148971806.045,-367.326,-932.037,1041000.000
9054094.403,11277596.205,4.487,24.046,-351710446.661,148039769.492,-364.825,-932.992,1042000.000
9058581.716,11301642.442,4.457,24.058,-352075271.449,147106777.009,-362.321,-933.942,1043000.000
9063038.230,11325700.355,4.426,24.070,-352437592.241,146172835.287,-359.814,-934.884,1044000.000
9067463.916,11349769.861,4.395,24.081,-352797406.619,145237951.023,-357.306,-935.820,1045000.000
9071858.743,11373850.878,4.364,24.092,-353154712.184,144302130.920,-354.794,-936.749,1046000.000
9076222.683,11397943.323,4.333,24.104,-353509506.553,143365381.687,-352.281,-937.672,1047000.000
9080555.706,11422047.113,4.302,24.115,-353861787.364,142427710.040,-349.765,-938.587,1048000.000
9084857.784,11446162.167,4.271,24.126,-354211552.271,141489122.699,-347.247,-939.496,1049000.000
9089128.888,11470288.401,4.240,24.137,-354558798.946,140549626.391,-344.726,-940.399,1050000.000
9093368.989,11494425.732,4.209,24.148,-354903525.082,139609227.849,-342.203,-941.294,1051000.000
9097578.060,11518574.078,4.178,24.159,-355245728.387,138667933.812,-339.678,-942.183,1052000.000
9101756.073,11542733.355,4.147,24.170,-355585406.590,137725751.022,-337.151,-943.065,1053000.000
9105902.999,11566903.481,4.116,24.181,-355922557.437,136782686.229,-334.621,-943.940,1054000.000
9110018.811,11591084.372,4.085,24.192,-356257178.692,135838746.189,-332.089,-944.809,1055000.000
9114103.482,11615275.946,4.054,24.202,-356589268.138,134893937.662,-329.555,-945.670,1056000.000
9118156.985,11639478.119,4.022,24.213,-356918823.576,133948267.415,-327.019,-946.525,1057000.000
9122179.294,11663690.807,3.991,24.223,-357245842.826,133001742.217,-324.481,-947.373,1058000.000
9126170.381,11687913.928,3.960,24.233,-357570323.725,132054368.847,-321.940,-948.215,1059000.000
9130130.220,11712147.398,3.929,24.244,-357892264.131,131106154.087,-319.398,-949.049,1060000.000
9134058.784,11736391.134,3.897,24.254,-358211661.917,130157104.723,-316.853,-949.877,1061000.000
9137956.050,11760645.051,3.866,24.264,-358528514.976,129207227.549,-314.306,-950.698,1062000.000
9141821.989,11784909.067,3.835,24.274,-358842821.221,128256529.362,-311.757,-951.512,1063000.000
9145656.577,11809183.098,3.803,24.284,-359154578.581,127305016.964,-309.206,-952.320,1064000.000
9149459.789,11833467.060,3.772,24.294,-359463785.005,126352697.164,-306.653,-953.120,1065000.000
