Erde_x, Erde_y, Erde_v_x, Erde_v_y, Mond_x, Mond_y, Mond_v_x, Mond_v_y, Zeit
4740899.991,2721413.720,12.477,12.617,-1041752.036,386835285.854,-1014.372,-3.817,595000.000
4753376.677,2734031.183,12.476,12.651,-2056123.950,386831468.622,-1014.331,-6.518,596000.000
4765852.863,2746681.864,12.476,12.684,-3070455.204,386824950.625,-1014.283,-9.219,597000.000
4778328.460,2759365.764,12.475,12.717,-4084738.580,386815731.985,-1014.228,-11.919,598000.000
4790803.380,2772082.879,12.474,12.750,-5098966.858,386803812.847,-1014.166,-14.619,599000.000
4803277.533,2784833.209,12.473,12.784,-6113132.819,386789193.372,-1014.096,-17.320,600000.000
4815750.831,2797616.750,12.472,12.817,-7127229.245,386771873.743,-1014.020,-20.020,601000.000
4828223.184,2810433.500,12.471,12.850,-8141248.916,386751854.162,-1013.936,-22.719,602000.000
4840694.505,2823283.456,12.470,12.883,-9155184.617,386729134.851,-1013.845,-25.419,603000.000
4853164.704,2836166.616,12.469,12.916,-10169029.129,386703716.049,-1013.746,-28.118,604000.000
4865633.693,2849082.977,12.468,12.950,-11182775.236,386675598.017,-1013.640,-30.817,605000.000
4878101.383,2862032.534,12.466,12.983,-12196415.723,386644781.035,-1013.528,-33.516,606000.000
4890567.685,2875015.284,12.465,13.016,-13209943.376,386611265.401,-1013.408,-36.214,607000.000
4903032.510,2888031.224,12.463,13.049,-14223350.979,386575051.434,-1013.280,-38.912,608000.000
4915495.770,2901080.349,12.462,13.082,-15236631.320,386536139.472,-1013.146,-41.610,609000.000
4927957.376,2914162.654,12.460,13.115,-16249777.187,386494529.873,-1013.004,-44.307,610000.000
4940417.239,2927278.136,12.458,13.149,-17262781.368,386450223.012,-1012.855,-47.004,611000.000
4952875.271,2940426.788,12.456,13.182,-18275636.653,386403219.287,-1012.699,-49.700,612000.000
4965331.383,2953608.607,12.454,13.215,-19288335.834,386353519.113,-1012.536,-52.396,613000.000
4977785.486,2966823.587,12.452,13.248,-20300871.702,386301122.925,-1012.365,-55.092,614000.000
4990237.491,2980071.722,12.450,13.281,-21313237.050,386246031.177,-1012.188,-57.787,615000.000
5002687.311,2993353.006,12.448,13.314,-22325424.673,386188244.345,-1012.003,-60.481,616000.000
5015134.856,3006667.433,12.445,13.348,-23337427.367,386127762.920,-1011.811,-63.176,617000.000
5027580.038,3020014.997,12.443,13.381,-24349237.928,386064587.417,-1011.611,-65.869,618000.000
5040022.768,3033395.692,12.440,13.414,-25360849.156,385998718.367,-1011.405,-68.562,619000.000
5052462.958,3046809.510,12.438,13.447,-26372253.850,385930156.321,-1011.191,-71.254,620000.000
5064900.518,3060256.445,12.435,13.480,-27383444.812,385858901.852,-1010.970,-73.946,621000.000
5077335.362,3073736.489,12.432,13.513,-28394414.845,385784955.550,-1010.742,-76.638,622000.000
5089767.399,3087249.635,12.429,13.546,-29405156.753,385708318.024,-1010.507,-79.328,623000.000
5102196.542,3100795.875,12.426,13.579,-30415663.343,385628989.903,-1010.264,-82.018,624000.000
5114622.703,3114375.201,12.423,13.612,-31425927.423,385546971.838,-1010.014,-84.707,625000.000
5127045.791,3127987.605,12.420,13.645,-32435941.802,385462264.495,-1009.757,-87.396,626000.000
5139465.721,3141633.078,12.417,13.679,-33445699.294,385374868.562,-1009.493,-90.084,627000.000
5151882.402,3155311.612,12.413,13.712,-34455192.710,385284784.747,-1009.222,-92.771,628000.000
5164295.746,3169023.198,12.410,13.745,-35464414.866,385192013.774,-1008.944,-95.457,629000.000
5176705.666,3182767.827,12.406,13.778,-36473358.581,385096556.391,-1008.658,-98.143,630000.000
5189112.073,3196545.488,12.403,13.811,-37482016.674,384998413.362,-1008.365,-100.828,631000.000
5201514.878,3210356.174,12.399,13.844,-38490381.965,384897585.472,-1008.065,-103.512,632000.000
5213913.994,3224199.873,12.395,13.877,-39498447.280,384794073.524,-1007.758,-106.195,633000.000
5226309.332,3238076.575,12.391,13.910,-40506205.443,384687878.341,-1007.444,-108.878,634000.000
5238700.803,3251986.271,12.388,13.943,-41513649.284,384579000.766,-1007.122,-111.559,635000.000
5251088.320,3265928.949,12.383,13.976,-42520771.633,384467441.661,-1006.794,-114.240,636000.000
5263471.795,3279904.599,12.379,14.009,-43527565.323,384353201.907,-1006.458,-116.920,637000.000
5275851.139,3293913.210,12.375,14.042,-44534023.188,384236282.404,-1006.115,-119.598,638000.000
5288226.265,3307954.770,12.371,14.074,-45540138.068,384116684.072,-1005.765,-122.276,639000.000
5300597.083,3322029.268,12.366,14.107,-46545902.801,383994407.851,-1005.407,-124.953,640000.000
5312963.507,3336136.692,12.362,14.140,-47551310.232,383869454.698,-1005.043,-127.629,641000.000
5325325.448,3350277.030,12.357,14.173,-48556353.206,383741825.592,-1004.671,-130.304,642000.000
5337682.818,3364450.269,12.353,14.206,-49561024.571,383611521.529,-1004.293,-132.978,643000.000
5350035.530,3378656.398,12.348,14.239,-50565317.177,383478543.527,-1003.907,-135.651,644000.000
5362383.495,3392895.404,12.343,14.272,-51569223.879,383342892.619,-1003.514,-138.323,645000.000
5374726.626,3407167.272,12.338,14.305,-52572737.534,383204569.863,-1003.113,-140.994,646000.000
5387064.834,3421471.992,12.333,14.338,-53575851.000,383063576.331,-1002.706,-143.663,647000.000
5399398.032,3435809.548,12.328,14.370,-54578557.140,382919913.117,-1002.292,-146.332,648000.000
5411726.133,3450179.927,12.323,14.403,-55580848.820,382773581.334,-1001.870,-148.999,649000.000
5424049.047,3464583.115,12.318,14.436,-56582718.908,382624582.113,-1001.441,-151.666,650000.000
5436366.689,3479019.099,12.312,14.469,-57584160.275,382472916.607,-1001.006,-154.331,651000.000
5448678.970,3493487.863,12.307,14.502,-58585165.797,382318585.985,-1000.563,-156.995,652000.000
5460985.802,3507989.393,12.301,14.534,-59585728.352,382161591.436,-1000.112,-159.657,653000.000
5473287.098,3522523.675,12.296,14.567,-60585840.820,382001934.171,-999.655,-162.319,654000.000
5485582.771,3537090.692,12.290,14.600,-61585496.086,381839615.417,-999.191,-164.979,655000.000
5497872.733,3551690.431,12.284,14.632,-62584687.038,381674636.421,-998.720,-167.638,656000.000
5510156.896,3566322.874,12.278,14.665,-63583406.568,381506998.449,-998.241,-170.296,657000.000
5522435.174,3580988.007,12.272,14.698,-64581647.570,381336702.788,-997.755,-172.952,658000.000
5534707.478,3595685.813,12.266,14.730,-65579402.943,381163750.742,-997.263,-175.607,659000.000
5546973.721,3610416.276,12.260,14.763,-66576665.588,380988143.635,-996.763,-178.261,660000.000
5559233.817,3625179.380,12.254,14.796,-67573428.411,380809882.810,-996.256,-180.913,661000.000
5571487.678,3639975.107,12.248,14.828,-68569684.322,380628969.630,-995.742,-183.564,662000.000
5583735.217,3654803.441,12.241,14.861,-69565426.233,380445405.475,-995.221,-186.214,663000.000
5595976.347,3669664.365,12.235,14.893,-70560647.061,380259191.747,-994.693,-188.862,664000.000
5608210.980,3684557.861,12.228,14.926,-71555339.727,380070329.864,-994.157,-191.509,665000.000
5620439.030,3699483.911,12.221,14.959,-72549497.155,379878821.266,-993.615,-194.154,666000.000
5632660.409,3714442.497,12.215,14.991,-73543112.274,379684667.411,-993.066,-196.798,667000.000
5644875.031,3729433.602,12.208,15.024,-74536178.016,379487869.775,-992.509,-199.440,668000.000
5657082.809,3744457.207,12.201,15.056,-75528687.319,379288429.854,-991.946,-202.081,669000.000
5669283.656,3759513.293,12.194,15.089,-76520633.121,379086349.164,-991.375,-204.720,670000.000
5681477.486,3774601.841,12.187,15.121,-77512008.369,378881629.238,-990.798,-207.358,671000.000
5693664.210,3789722.833,12.180,15.153,-78502806.012,378674271.629,-990.213,-209.994,672000.000
5705843.744,3804876.248,12.172,15.186,-79493019.001,378464277.910,-989.621,-212.628,673000.000
5718016.000,3820062.068,12.165,15.218,-80482640.297,378251649.671,-989.023,-215.261,674000.000
5730180.891,3835280.272,12.157,15.251,-81471662.859,378036388.524,-988.417,-217.892,675000.000
5742338.332,3850530.841,12.150,15.283,-82460079.655,377818496.096,-987.804,-220.522,676000.000
5754488.235,3865813.754,12.142,15.315,-83447883.655,377597974.037,-987.184,-223.150,677000.000
5766630.514,3881128.991,12.135,15.348,-84435067.836,377374824.012,-986.557,-225.776,678000.000
5778765.084,3896476.531,12.127,15.380,-85421625.176,377149047.709,-985.923,-228.401,679000.000
5790891.857,3911856.353,12.119,15.412,-86407548.661,376920646.832,-985.283,-231.024,680000.000
5803010.747,3927268.436,12.111,15.444,-87392831.280,376689623.105,-984.635,-233.645,681000.000
5815121.669,3942712.758,12.103,15.477,-88377466.026,376455978.270,-983.980,-236.264,682000.000
5827224.535,3958189.298,12.095,15.509,-89361445.900,376219714.090,-983.318,-238.882,683000.000
5839319.261,3973698.034,12.086,15.541,-90344763.903,375980832.346,-982.649,-241.498,684000.000
5851405.760,3989238.943,12.078,15.573,-91327413.046,375739334.835,-981.973,-244.111,685000.000
5863483.946,4004812.004,12.070,15.605,-92309386.341,375495223.378,-981.290,-246.724,686000.000
5875553.734,4020417.193,12.061,15.637,-93290676.807,375248499.811,-980.601,-249.334,687000.000
5887615.036,4036054.488,12.053,15.669,-94271277.467,374999165.989,-979.904,-251.942,688000.000
5899667.769,4051723.867,12.044,15.701,-95251181.351,374747223.789,-979.200,-254.549,689000.000
5911711.845,4067425.304,12.035,15.733,-96230381.492,374492675.103,-978.489,-257.153,690000.000
5923747.180,4083158.778,12.027,15.765,-97208870.928,374235521.844,-977.772,-259.756,691000.000
5935773.688,4098924.264,12.018,15.797,-98186642.705,373975765.944,-977.047,-262.357,692000.000
5947791.283,4114721.738,12.009,15.829,-99163689.872,373713409.351,-976.316,-264.955,693000.000
5959799.880,4130551.177,12.000,15.861,-100140005.484,373448454.036,-975.577,-267.552,694000.000
5971799.394,4146412.554,11.990,15.893,-101115582.601,373180901.984,-974.832,-270.147,695000.000
5983789.738,4162305.847,11.981,15.925,-102090414.288,372910755.204,-974.079,-272.739,696000.000
5995770.829,4178231.030,11.972,15.957,-103064493.619,372638015.719,-973.320,-275.330,697000.000
6007742.581,4194188.078,11.962,15.989,-104037813.668,372362685.572,-972.554,-277.919,698000.000
6019704.909,4210176.966,11.953,16.021,-105010367.519,372084766.828,-971.781,-280.505,699000.000
6031657.727,4226197.667,11.943,16.052,-105982148.260,371804261.565,-971.001,-283.090,700000.000
6043600.952,4242250.156,11.934,16.084,-106953148.984,371521171.884,-970.214,-285.672,701000.000
6055534.497,4258334.408,11.924,16.116,-107923362.792,371235499.903,-969.420,-288.252,702000.000
6067458.279,4274450.395,11.914,16.148,-108892782.789,370947247.759,-968.619,-290.830,703000.000
6079372.212,4290598.092,11.904,16.179,-109861402.087,370656417.608,-967.812,-293.406,704000.000
6091276.212,4306777.471,11.894,16.211,-110829213.802,370363011.622,-966.997,-295.980,705000.000
6103170.194,4322988.505,11.884,16.243,-111796211.058,370067031.995,-966.176,-298.551,706000.000
6115054.073,4339231.168,11.874,16.274,-112762386.984,369768480.938,-965.348,-301.120,707000.000
6126927.766,4355505.432,11.863,16.306,-113727734.716,369467360.680,-964.513,-303.687,708000.000
6138791.188,4371811.270,11.853,16.337,-114692247.395,369163673.470,-963.671,-306.252,709000.000
6150644.255,4388148.652,11.843,16.369,-115655918.169,368857421.574,-962.822,-308.814,710000.000
6162486.882,4404517.552,11.832,16.400,-116618740.192,368548607.278,-961.966,-311.374,711000.000
6174318.985,4420917.941,11.821,16.432,-117580706.624,368237232.884,-961.104,-313.932,712000.000
6186140.481,4437349.791,11.811,16.463,-118541810.631,367923300.716,-960.235,-316.488,713000.000
6197951.285,4453813.072,11.800,16.495,-119502045.387,367606813.113,-959.359,-319.041,714000.000
6209751.313,4470307.755,11.789,16.526,-120461404.070,367287772.434,-958.476,-321.591,715000.000
6221540.482,4486833.812,11.778,16.557,-121419879.868,366966181.056,-957.586,-324.140,716000.000
6233318.708,4503391.213,11.767,16.589,-122377465.972,366642041.376,-956.690,-326.686,717000.000
6245085.907,4519979.928,11.756,16.620,-123334155.581,366315355.807,-955.786,-329.229,718000.000
6256841.995,4536599.927,11.745,16.651,-124289941.900,365986126.782,-954.876,-331.770,719000.000
6268586.890,4553251.181,11.734,16.682,-125244818.143,365654356.751,-953.959,-334.309,720000.000
6280320.507,4569933.658,11.722,16.714,-126198777.528,365320048.183,-953.036,-336.845,721000.000
6292042.764,4586647.329,11.711,16.745,-127151813.281,364983203.565,-952.105,-339.378,722000.000
6303753.577,4603392.162,11.699,16.776,-128103918.635,364643825.404,-951.168,-341.909,723000.000
6315452.863,4620168.126,11.688,16.807,-129055086.829,364301916.222,-950.224,-344.438,724000.000
6327140.539,4636975.190,11.676,16.838,-130005311.110,363957478.561,-949.274,-346.964,725000.000
6338816.522,4653813.323,11.664,16.869,-130954584.731,363610514.982,-948.316,-349.487,726000.000
6350480.729,4670682.493,11.652,16.900,-131902900.953,363261028.064,-947.352,-352.008,727000.000
6362133.077,4687582.667,11.640,16.931,-132850253.044,362909020.402,-946.381,-354.526,728000.000
6373773.484,4704513.815,11.628,16.962,-133796634.279,362554494.612,-945.404,-357.041,729000.000
6385401.866,4721475.902,11.616,16.993,-134742037.938,362197453.326,-944.419,-359.554,730000.000
6397018.142,4738468.898,11.604,17.024,-135686457.313,361837899.195,-943.428,-362.064,731000.000
6408622.229,4755492.768,11.592,17.055,-136629885.699,361475834.888,-942.431,-364.572,732000.000
6420214.045,4772547.481,11.579,17.086,-137572316.399,361111263.093,-941.426,-367.077,733000.000
6431793.507,4789633.002,11.567,17.116,-138513742.727,360744186.514,-940.415,-369.579,734000.000
6443360.533,4806749.298,11.555,17.147,-139454157.999,360374607.875,-939.398,-372.078,735000.000
6454915.041,4823896.335,11.542,17.178,-140393555.542,360002529.916,-938.373,-374.575,736000.000
6466456.949,4841074.080,11.529,17.208,-141331928.691,359627955.397,-937.342,-377.068,737000.000
6477986.175,4858282.498,11.516,17.239,-142269270.786,359250887.095,-936.304,-379.559,738000.000
6489502.638,4875521.556,11.504,17.270,-143205575.176,358871327.806,-935.260,-382.047,739000.000
6501006.255,4892791.217,11.491,17.300,-144140835.218,358489280.341,-934.209,-384.533,740000.000
6512496.945,4910091.448,11.478,17.331,-145075044.277,358104747.532,-933.151,-387.015,741000.000
6523974.626,4927422.214,11.465,17.361,-146008195.725,357717732.228,-932.087,-389.495,742000.000
6535439.218,4944783.479,11.451,17.392,-146940282.941,357328237.296,-931.016,-391.972,743000.000
6546890.638,4962175.207,11.438,17.422,-147871299.314,356936265.619,-929.939,-394.446,744000.000
6558328.806,4979597.364,11.425,17.453,-148801238.239,356541820.101,-928.855,-396.916,745000.000
6569753.640,4997049.912,11.411,17.483,-149730093.120,356144903.660,-927.764,-399.384,746000.000
6581165.060,5014532.817,11.398,17.513,-150657857.370,355745519.236,-926.667,-401.849,747000.000
6592562.984,5032046.041,11.384,17.544,-151584524.408,355343669.783,-925.563,-404.312,748000.000
6603947.331,5049589.549,11.371,17.574,-152510087.663,354939358.275,-924.453,-406.771,749000.000
6615318.021,5067163.302,11.357,17.604,-153434540.570,354532587.703,-923.336,-409.227,750000.000
6626674.974,5084767.265,11.343,17.634,-154357876.574,354123361.075,-922.213,-411.680,751000.000
6638018.108,5102401.400,11.329,17.664,-155280089.128,353711681.419,-921.083,-414.130,752000.000
6649347.343,5120065.670,11.315,17.694,-156201171.693,353297551.778,-919.946,-416.577,753000.000
6660662.599,5137760.036,11.301,17.724,-157121117.739,352880975.213,-918.803,-419.020,754000.000
6671963.796,5155484.462,11.287,17.754,-158039920.743,352461954.804,-917.653,-421.461,755000.000
6683250.854,5173238.908,11.273,17.784,-158957574.193,352040493.647,-916.497,-423.899,756000.000
6694523.692,5191023.338,11.259,17.814,-159874071.582,351616594.857,-915.335,-426.333,757000.000
6705782.231,5208837.711,11.244,17.844,-160789406.414,351190261.566,-914.166,-428.765,758000.000
6717026.390,5226681.990,11.230,17.874,-161703572.202,350761496.922,-912.990,-431.193,759000.000
6728256.091,5244556.135,11.215,17.904,-162616562.467,350330304.093,-911.808,-433.618,760000.000
6739471.253,5262460.108,11.201,17.934,-163528370.737,349896686.263,-910.620,-436.040,761000.000
6750671.798,5280393.868,11.186,17.964,-164438990.551,349460646.634,-909.425,-438.458,762000.000
6761857.645,5298357.377,11.171,17.993,-165348415.456,349022188.424,-908.224,-440.874,763000.000
6773028.716,5316350.594,11.156,18.023,-166256639.009,348581314.870,-907.016,-443.286,764000.000
6784184.931,5334373.480,11.141,18.053,-167163654.773,348138029.225,-905.802,-445.694,765000.000
6795326.211,5352425.994,11.126,18.082,-168069456.323,347692334.761,-904.581,-448.100,766000.000
6806452.477,5370508.096,11.111,18.112,-168974037.242,347244234.766,-903.354,-450.502,767000.000
6817563.651,5388619.745,11.096,18.141,-169877391.121,346793732.546,-902.120,-452.901,768000.000
6828659.654,5406760.901,11.081,18.171,-170779511.561,346340831.423,-900.881,-455.297,769000.000
6839740.407,5424931.521,11.065,18.200,-171680392.173,345885534.737,-899.634,-457.689,770000.000
6850805.832,5443131.566,11.050,18.229,-172580026.576,345427845.847,-898.382,-460.078,771000.000
6861855.850,5461360.993,11.035,18.259,-173478408.398,344967768.126,-897.123,-462.463,772000.000
6872890.384,5479619.760,11.019,18.288,-174375531.277,344505304.966,-895.858,-464.845,773000.000
6883909.354,5497907.827,11.003,18.317,-175271388.861,344040459.775,-894.586,-467.224,774000.000
6894912.683,5516225.150,10.988,18.347,-176165974.805,343573235.979,-893.308,-469.599,775000.000
6905900.293,5534571.687,10.972,18.376,-177059282.776,343103637.022,-892.024,-471.971,776000.000
6916872.107,5552947.396,10.956,18.405,-177951306.449,342631666.363,-890.733,-474.339,777000.000
6927828.046,5571352.234,10.940,18.434,-178842039.510,342157327.479,-889.436,-476.704,778000.000
6938768.033,5589786.158,10.924,18.463,-179731475.653,341680623.864,-888.133,-479.065,779000.000
6949691.991,5608249.125,10.908,18.492,-180619608.581,341201559.029,-886.823,-481.423,780000.000
6960599.842,5626741.091,10.892,18.521,-181506432.009,340720136.501,-885.508,-483.777,781000.000
6971491.509,5645262.013,10.875,18.550,-182391939.661,340236359.826,-884.186,-486.127,782000.000
6982366.915,5663811.847,10.859,18.579,-183276125.269,339750232.564,-882.857,-488.474,783000.000
6993225.983,5682390.549,10.843,18.608,-184158982.577,339261758.295,-881.523,-490.818,784000.000
7004068.636,5700998.075,10.826,18.636,-185040505.337,338770940.612,-880.182,-493.157,785000.000
7014894.798,5719634.380,10.810,18.665,-185920687.313,338277783.130,-878.835,-495.494,786000.000
7025704.391,5738299.420,10.793,18.694,-186799522.277,337782289.475,-877.482,-497.826,787000.000
7036497.340,5756993.150,10.776,18.722,-187677004.012,337284463.294,-876.122,-500.155,788000.000
7047273.568,5775715.524,10.759,18.751,-188553126.312,336784308.249,-874.757,-502.480,789000.000
7058032.999,5794466.498,10.743,18.780,-189427882.977,336281828.019,-873.385,-504.802,790000.000
7068775.557,5813246.026,10.726,18.808,-190301267.823,335777026.300,-872.007,-507.119,791000.000
7079501.165,5832054.063,10.709,18.836,-191173274.672,335269906.803,-870.623,-509.434,792000.000
7090209.748,5850890.562,10.691,18.865,-192043897.357,334760473.257,-869.232,-511.744,793000.000
7100901.231,5869755.478,10.674,18.893,-192913129.722,334248729.409,-867.836,-514.050,794000.000
7111575.537,5888648.764,10.657,18.922,-193780965.620,333734679.018,-866.433,-516.353,795000.000
7122232.591,5907570.374,10.640,18.950,-194647398.918,333218325.865,-865.025,-518.652,796000.000
7132872.318,5926520.261,10.622,18.978,-195512423.488,332699673.744,-863.610,-520.947,797000.000
7143494.642,5945498.378,10.605,19.006,-196376033.217,332178726.466,-862.189,-523.239,798000.000
7154099.489,5964504.678,10.587,19.034,-197238221.999,331655487.859,-860.762,-525.526,799000.000
7164686.783,5983539.115,10.570,19.063,-198098983.741,331129961.768,-859.329,-527.810,800000.000
7175256.451,6002601.639,10.552,19.091,-198958312.361,330602152.051,-857.889,-530.089,801000.000
7185808.416,6021692.205,10.534,19.119,-199816201.785,330072062.588,-856.444,-532.365,802000.000
7196342.605,6040810.763,10.516,19.147,-200672645.951,329539697.270,-854.993,-534.637,803000.000
7206858.942,6059957.265,10.498,19.174,-201527638.808,329005060.007,-853.536,-536.905,804000.000
7217357.355,6079131.665,10.480,19.202,-202381174.316,328468154.725,-852.072,-539.169,805000.000
7227837.768,6098333.912,10.462,19.230,-203233246.445,327928985.366,-850.603,-541.429,806000.000
7238300.107,6117563.958,10.444,19.258,-204083849.176,327387555.887,-849.127,-543.686,807000.000
7248744.299,6136821.755,10.426,19.285,-204932976.502,326843870.263,-847.646,-545.938,808000.000
7259170.270,6156107.253,10.408,19.313,-205780622.425,326297932.484,-846.159,-548.186,809000.000
7269577.947,6175420.404,10.389,19.341,-206626780.959,325749746.557,-844.665,-550.430,810000.000
7279967.255,6194761.156,10.371,19.368,-207471446.130,325199316.504,-843.166,-552.670,811000.000
7290338.121,6214129.462,10.352,19.396,-208314611.974,324646646.363,-841.661,-554.906,812000.000
7300690.473,6233525.271,10.334,19.423,-209156272.537,324091740.190,-840.149,-557.138,813000.000
7311024.237,6252948.532,10.315,19.451,-209996421.879,323534602.054,-838.632,-559.366,814000.000
7321339.340,6272399.196,10.296,19.478,-210835054.069,322975236.042,-837.109,-561.590,815000.000
7331635.709,6291877.213,10.278,19.505,-211672163.187,322413646.257,-835.580,-563.809,816000.000
7341913.272,6311382.531,10.259,19.533,-212507743.326,321849836.816,-834.045,-566.025,817000.000
7352171.956,6330915.100,10.240,19.560,-213341788.589,321283811.853,-832.505,-568.236,818000.000
7362411.689,6350474.868,10.221,19.587,-214174293.092,320715575.519,-830.958,-570.444,819000.000
7372632.398,6370061.785,10.202,19.614,-215005250.960,320145131.979,-829.405,-572.647,820000.000
7382834.012,6389675.799,10.182,19.641,-215834656.331,319572485.414,-827.847,-574.845,821000.000
7393016.458,6409316.858,10.163,19.668,-216662503.354,318997640.021,-826.283,-577.040,822000.000
7403179.665,6428984.911,10.144,19.695,-217488786.191,318420600.013,-824.713,-579.230,823000.000
7413323.561,6448679.906,10.125,19.722,-218313499.012,317841369.619,-823.137,-581.417,824000.000
7423448.075,6468401.789,10.105,19.749,-219136636.004,317259953.082,-821.555,-583.598,825000.000
7433553.134,6488150.510,10.086,19.776,-219958191.360,316676354.662,-819.968,-585.776,826000.000
7443638.668,6507926.015,10.066,19.802,-220778159.290,316090578.635,-818.375,-587.949,827000.000
7453704.606,6527728.252,10.046,19.829,-221596534.011,315502629.290,-816.776,-590.118,828000.000
7463750.876,6547557.167,10.027,19.856,-222413309.754,314912510.934,-815.171,-592.283,829000.000
7473777.409,6567412.708,10.007,19.882,-223228480.764,314320227.888,-813.561,-594.443,830000.000
7483784.133,6587294.821,9.987,19.909,-224042041.293,313725784.490,-811.944,-596.599,831000.000
7493770.977,6607203.453,9.967,19.935,-224853985.610,313129185.091,-810.322,-598.751,832000.000
7503737.872,6627138.550,9.947,19.962,-225664307.992,312530434.060,-808.695,-600.898,833000.000
7513684.747,6647100.057,9.927,19.988,-226473002.730,311929535.780,-807.061,-603.041,834000.000
7523611.532,6667087.922,9.907,20.014,-227280064.128,311326494.648,-805.422,-605.180,835000.000
7533518.157,6687102.089,9.886,20.040,-228085486.499,310721315.079,-803.778,-607.314,836000.000
7543404.552,6707142.504,9.866,20.067,-228889264.170,310114001.501,-802.127,-609.443,837000.000
7553270.648,6727209.112,9.846,20.093,-229691391.482,309504558.358,-800.471,-611.568,838000.000
7563116.375,6747301.860,9.825,20.119,-230491862.784,308892990.109,-798.810,-613.689,839000.000
7572941.665,6767420.690,9.805,20.145,-231290672.441,308279301.229,-797.142,-615.805,840000.000
7582746.447,6787565.550,9.784,20.171,-232087814.829,307663496.206,-795.470,-617.917,841000.000
7592530.652,6807736.382,9.764,20.197,-232883284.336,307045579.545,-793.791,-620.024,842000.000
7602294.213,6827933.131,9.743,20.223,-233677075.363,306425555.765,-792.107,-622.126,843000.000
7612037.059,6848155.742,9.722,20.248,-234469182.322,305803429.401,-790.417,-624.224,844000.000
7621759.124,6868404.159,9.701,20.274,-235259599.640,305179205.001,-788.722,-626.318,845000.000
7631460.337,6888678.326,9.680,20.300,-236048321.754,304552887.131,-787.021,-628.407,846000.000
7641140.631,6908978.185,9.659,20.325,-236835343.116,303924480.368,-785.315,-630.491,847000.000
7650799.938,6929303.681,9.638,20.351,-237620658.187,303293989.307,-783.603,-632.571,848000.000
7660438.190,6949654.757,9.617,20.377,-238404261.445,302661418.556,-781.886,-634.646,849000.000
7670055.319,6970031.357,9.596,20.402,-239186147.377,302026772.738,-780.163,-636.716,850000.000
7679651.257,6990433.422,9.575,20.427,-239966310.486,301390056.492,-778.435,-638.782,851000.000
7689225.937,7010860.896,9.553,20.453,-240744745.284,300751274.471,-776.701,-640.843,852000.000
7698779.292,7031313.722,9.532,20.478,-241521446.299,300110431.342,-774.962,-642.900,853000.000
7708311.255,7051791.842,9.511,20.503,-242296408.071,299467531.786,-773.217,-644.951,854000.000
7717821.757,7072295.197,9.489,20.529,-243069625.152,298822580.501,-771.467,-646.998,855000.000
7727310.734,7092823.731,9.467,20.554,-243841092.107,298175582.198,-769.711,-649.041,856000.000
7736778.117,7113377.385,9.446,20.579,-244610803.515,297526541.601,-767.950,-651.078,857000.000
7746223.841,7133956.101,9.424,20.604,-245378753.967,296875463.453,-766.184,-653.111,858000.000
7755647.838,7154559.819,9.402,20.629,-246144938.068,296222352.506,-764.412,-655.139,859000.000
7765050.044,7175188.483,9.380,20.654,-246909350.436,295567213.530,-762.635,-657.162,860000.000
7774430.391,7195842.032,9.358,20.678,-247671985.700,294910051.308,-760.853,-659.181,861000.000
7783788.815,7216520.408,9.336,20.703,-248432838.504,294250870.638,-759.065,-661.194,862000.000
7793125.248,7237223.551,9.314,20.728,-249191903.506,293589676.332,-757.272,-663.203,863000.000
7802439.626,7257951.403,9.292,20.753,-249949175.376,292926473.216,-755.473,-665.207,864000.000
7811731.883,7278703.903,9.270,20.777,-250704648.798,292261266.130,-753.670,-667.206,865000.000
7821001.955,7299480.992,9.248,20.802,-251458318.467,291594059.928,-751.861,-669.200,866000.000
7830249.775,7320282.610,9.226,20.826,-252210179.094,290924859.480,-750.046,-671.190,867000.000
7839475.279,7341108.698,9.203,20.850,-252960225.403,290253669.669,-748.227,-673.174,868000.000
7848678.403,7361959.194,9.181,20.875,-253708452.130,289580495.390,-746.402,-675.154,869000.000
7857859.081,7382834.038,9.158,20.899,-254454854.026,288905341.556,-744.572,-677.128,870000.000
7867017.250,7403733.170,9.136,20.923,-255199425.855,288228213.090,-742.737,-679.098,871000.000
7876152.845,7424656.530,9.113,20.948,-255942162.394,287549114.931,-740.896,-681.063,872000.000
7885265.801,7445604.055,9.090,20.972,-256683058.434,286868052.033,-739.050,-683.023,873000.000
7894356.056,7466575.685,9.067,20.996,-257422108.781,286185029.361,-737.199,-684.977,874000.000
7903423.546,7487571.360,9.045,21.020,-258159308.251,285500051.897,-735.343,-686.927,875000.000
7912468.206,7508591.016,9.022,21.044,-258894651.677,284813124.633,-733.482,-688.872,876000.000
7921489.973,7529634.593,8.999,21.067,-259628133.905,284124252.579,-731.616,-690.812,877000.000
7930488.785,7550702.030,8.976,21.091,-260359749.794,283433440.756,-729.744,-692.747,878000.000
7939464.578,7571793.263,8.953,21.115,-261089494.217,282740694.198,-727.868,-694.676,879000.000
7948417.289,7592908.231,8.930,21.139,-261817362.062,282046017.956,-725.986,-696.601,880000.000
7957346.856,7614046.872,8.906,21.162,-262543348.229,281349417.091,-724.099,-698.520,881000.000
7966253.215,7635209.124,8.883,21.186,-263267447.633,280650896.680,-722.208,-700.435,882000.000
7975136.306,7656394.923,8.860,21.209,-263989655.203,279950461.812,-720.311,-702.344,883000.000
